,ra,dec,name,major_axis,minor_axis,pa
3202,273.89356,-16.47451,MSX6C G014.2361+00.2138,26.0869565217,26.0869565217,0.0
3203,274.229,-14.5818,MSX6C G016.0545+00.8279,26.0869565217,26.0869565217,0.0
3204,275.18481,-12.798,IRAS 18179-1249,26.0869565217,26.0869565217,0.0
3205,275.62521,-11.2788,MSX6C G019.6095+01.1873,26.0869565217,26.0869565217,0.0
3206,279.37119,-8.3797,GLMP 805,26.0869565217,26.0869565217,0.0
3207,284.75241,4.6811,IRAS 18564+0436,26.0869565217,26.0869565217,0.0
3208,287.37561,9.0404,GLMP 879,26.0869565217,26.0869565217,0.0
3209,288.20541,8.9136,IRAS 19104+0849,26.0869565217,26.0869565217,0.0
3210,203.46933,-64.77395,IRAS 13304-6431,26.0869565217,26.0869565217,0.0
3211,228.30397,-57.72406,IRAS 15093-5732,26.0869565217,26.0869565217,0.0
3212,241.91445,-47.27399,GLMP 447,26.0869565217,26.0869565217,0.0
3213,243.42349,-53.08089,IRAS 16097-5257,26.0869565217,26.0869565217,0.0
3214,307.28179,23.18592,Pa 15,26.0869565217,26.0869565217,0.0
3215,277.29238,3.66386,Pa 17,26.0869565217,26.0869565217,0.0
3216,276.64571,4.98489,Pa 16,26.0869565217,26.0869565217,0.0
3217,280.505,8.77367,Pa 18,26.0869565217,26.0869565217,0.0
3218,282.47876,17.95417,Kn 66,26.0869565217,26.0869565217,0.0
3219,286.286,16.25572,Pa 19,26.0869565217,26.0869565217,0.0
3220,288.04304,16.77656,Li 1,26.0869565217,26.0869565217,0.0
3221,304.94233,15.23533,Pa 26,26.0869565217,26.0869565217,0.0
3222,286.88258,24.99936,Pa 20,26.0869565217,26.0869565217,0.0
3223,302.58938,18.19725,Pa 23,26.0869565217,26.0869565217,0.0
3224,290.81265,27.12621,Pa 21,26.0869565217,26.0869565217,0.0
3225,303.75729,20.42258,Pa 25,26.0869565217,26.0869565217,0.0
3226,302.93491,24.835,Pa 24,26.0869565217,26.0869565217,0.0
3227,312.24321,32.30411,Pa 27,26.0869565217,26.0869565217,0.0
3228,299.5545,39.91133,Pa 22,26.0869565217,26.0869565217,0.0
3229,314.54558,33.14253,Pa 28,26.0869565217,26.0869565217,0.0
3230,314.93124,34.90639,Pa 29,26.0869565217,26.0869565217,0.0
3231,332.55683,50.07594,Pa 41,26.0869565217,26.0869565217,0.0
3232,53.0625,21.66194,Kn 67,26.0869565217,26.0869565217,0.0
3233,95.98092,38.25403,Kn 62,26.0869565217,26.0869565217,0.0
3234,85.52796,4.71742,Kn 63,26.0869565217,26.0869565217,0.0
3235,227.80492,-42.17317,Pa 33,26.0869565217,26.0869565217,0.0
3236,287.71439,-9.28028,Kn 65,26.0869565217,26.0869565217,0.0
3237,270.46707,-1.4387,MCS 1,26.0869565217,26.0869565217,0.0
3238,91.06775,13.54732,IPHASX J060416.2+133250,26.0869565217,26.0869565217,0.0
3239,283.10757,0.88057,IPHASX J185225.8+005250,26.0869565217,26.0869565217,0.0
3240,283.10421,8.14549,IPHASX J185225.0+080843,26.0869565217,26.0869565217,0.0
3241,285.91833,4.88653,IPHASX J190340.4+045311,26.0869565217,26.0869565217,0.0
3242,285.91983,9.77756,IPHASX J190340.7+094639,26.0869565217,26.0869565217,0.0
3243,286.07463,8.82119,IPHASX J190417.9+084916,26.0869565217,26.0869565217,0.0
3244,286.26319,3.70711,IPHASX J190503.1+034225,26.0869565217,26.0869565217,0.0
3245,289.21508,6.93571,IPHASX J191651.6+065608,26.0869565217,26.0869565217,0.0
3246,298.37042,37.16599,IPHASX J195328.9+370957,26.0869565217,26.0869565217,0.0
3247,298.43221,20.44329,IPHASX J195343.7+202635,26.0869565217,26.0869565217,0.0
3248,300.17321,28.50647,IPHASX J200041.5+283023,26.0869565217,26.0869565217,0.0
3249,302.40558,24.48427,IPHASX J200937.3+242903,26.0869565217,26.0869565217,0.0
3250,307.44192,35.82401,IPHASX J202946.0+354926,26.0869565217,26.0869565217,0.0
3251,311.05913,36.12701,IPHASX J204414.1+360737,26.0869565217,26.0869565217,0.0
3252,320.46608,47.55045,IPHASX J212151.8+473301,26.0869565217,26.0869565217,0.0
3253,354.67171,61.69613,IPHASX J233841.2+614146,26.0869565217,26.0869565217,0.0
3255,318.58346,43.69333,Ou 5,26.0869565217,26.0869565217,0.0
3256,313.45875,46.78039,Zoll 1,26.0869565217,26.0869565217,0.0
3257,287.844,40.92739,LDu 7,26.0869565217,26.0869565217,0.0
3258,97.762,1.15139,,26.0869565217,26.0869565217,0.0
3259,322.46798,50.90601,LDu 18,26.0869565217,26.0869565217,0.0
3260,283.69125,36.50344,Ra 1,26.0869565217,26.0869565217,0.0
3261,269.11896,-24.00753,2MASS J17562851-2400273,26.0869565217,26.0869565217,0.0
3262,269.17321,-26.51931,1312-111ED,26.0869565217,26.0869565217,0.0
3263,269.92679,-23.86214,GPSR5 5.972-0.132,26.0869565217,26.0869565217,0.0
3264,282.43825,-0.48556,1541-4EAC,26.0869565217,26.0869565217,0.0
3265,287.73579,9.47683,1631-598D,26.0869565217,26.0869565217,0.0
3266,289.12708,10.68231,1648-2717,26.0869565217,26.0869565217,0.0
3267,282.14442,6.55075,IPHASX J184834.6+063302,26.0869565217,26.0869565217,0.0
3269,284.095,-31.51333,Fr 2-26,26.0869565217,26.0869565217,0.0
3270,291.78464,11.38083,Fr 2-28,26.0869565217,26.0869565217,0.0
3283,303.79175,17.05028,Alves 6,26.0869565217,26.0869565217,0.0
3285,220.47083,-62.31778,PFB J1441-6219,26.0869565217,26.0869565217,0.0
3286,220.07917,-58.85833,qparker-8,26.0869565217,26.0869565217,0.0
3287,217.97917,-58.54611,,26.0869565217,26.0869565217,0.0
3288,216.6,-61.93528,qparker-6,26.0869565217,26.0869565217,0.0
3289,216.0,-59.17333,qparker-7,26.0869565217,26.0869565217,0.0
3290,115.57083,-13.64,FP J0742-1338,26.0869565217,26.0869565217,0.0
3291,268.81667,-13.02889,FP J1755-1301,26.0869565217,26.0869565217,0.0
3292,269.07208,-18.71,PNG 010.0+03.1,26.0869565217,26.0869565217,0.0
3294,351.81633,40.02317,Fr 1-6,26.0869565217,26.0869565217,0.0
3297,32.54354,65.42064,Fe 8,26.0869565217,26.0869565217,0.0
3298,81.48596,7.80603,Ga 1,26.0869565217,26.0869565217,0.0
3299,297.47375,18.67086,RaMul 2,26.0869565217,26.0869565217,0.0
3300,315.66129,44.77908,Ra 5,26.0869565217,26.0869565217,0.0
3301,276.31363,0.03464,Pa 34,26.0869565217,26.0869565217,0.0
3302,290.12525,16.39264,Pre 6,26.0869565217,26.0869565217,0.0
3303,115.04375,-24.49778,Pa 60,26.0869565217,26.0869565217,0.0
3304,236.1635,-52.44606,Pa 70,26.0869565217,26.0869565217,0.0
3305,238.93975,-50.76153,Pa 71,26.0869565217,26.0869565217,0.0
3306,240.29229,-51.08992,Pa 72,26.0869565217,26.0869565217,0.0
3307,267.67679,-20.99283,Pa 80,26.0869565217,26.0869565217,0.0
3308,274.28892,-29.98444,Pa J1817.1-2959,26.0869565217,26.0869565217,0.0
3309,278.02333,-15.72208,Pa 107,26.0869565217,26.0869565217,0.0
3310,278.46438,-24.04728,Pa 109,26.0869565217,26.0869565217,0.0
3311,279.50283,-12.68492,Pa 110,26.0869565217,26.0869565217,0.0
3312,279.80583,-12.42769,Pa 111,26.0869565217,26.0869565217,0.0
3313,283.43104,-14.33281,Pa 120,26.0869565217,26.0869565217,0.0
3314,283.51904,-9.02994,Pa 121,26.0869565217,26.0869565217,0.0
3315,128.91954,-43.8085,DeGaPe 1,26.0869565217,26.0869565217,0.0
3316,253.38054,-40.47881,DGPK 1,26.0869565217,26.0869565217,0.0
3317,287.98428,15.42367,LDuPa 1,26.0869565217,26.0869565217,0.0
3318,91.13333,20.95028,Ra 30,26.0869565217,26.0869565217,0.0
3319,332.69025,56.38706,Ra 50,26.0869565217,26.0869565217,0.0
3320,93.46275,19.61883,LDu 31,26.0869565217,26.0869565217,0.0
3321,93.66666,18.82083,Ra 54,26.0869565217,26.0869565217,0.0
3322,81.92375,34.69275,RaBel 1,26.0869565217,26.0869565217,0.0
3323,252.25667,-38.46194,Kn 100,26.0869565217,26.0869565217,0.0
3324,265.825,-45.47806,Kn 101,26.0869565217,26.0869565217,0.0
3325,258.60417,-41.74278,Kn 102,26.0869565217,26.0869565217,0.0
3326,263.13917,-43.49472,Kn 103,26.0869565217,26.0869565217,0.0
3327,258.14333,-40.51639,Kn 104,26.0869565217,26.0869565217,0.0
3328,275.33458,-46.56167,Kn 105,26.0869565217,26.0869565217,0.0
3329,262.56625,-41.36028,Kn 106,26.0869565217,26.0869565217,0.0
3330,262.51208,-41.31417,Kn 107,26.0869565217,26.0869565217,0.0
3331,263.16792,-40.74944,Kn 109,26.0869565217,26.0869565217,0.0
3332,268.57225,-40.61717,Kn 110,26.0869565217,26.0869565217,0.0
3333,262.095,-25.79111,Kn 111,26.0869565217,26.0869565217,0.0
3334,263.645,-26.41278,Kn 112,26.0869565217,26.0869565217,0.0
3335,264.09692,-25.09131,Kn 113,26.0869565217,26.0869565217,0.0
3336,267.08125,-25.40806,Kn 114,26.0869565217,26.0869565217,0.0
3337,267.02125,-25.29306,Kn 115,26.0869565217,26.0869565217,0.0
3338,267.47417,-25.24944,Kn 116,26.0869565217,26.0869565217,0.0
3339,267.43917,-25.16083,Kn 117,26.0869565217,26.0869565217,0.0
3340,268.10333,-25.37778,Kn 118,26.0869565217,26.0869565217,0.0
3341,268.06083,-24.8075,Kn 119,26.0869565217,26.0869565217,0.0
3342,264.61875,-19.54639,Kn 120,26.0869565217,26.0869565217,0.0
3343,310.50792,13.85417,Kn 121,26.0869565217,26.0869565217,0.0
3344,256.85958,-29.06722,Kn 123,26.0869565217,26.0869565217,0.0
3345,258.59333,-28.4575,Kn 124,26.0869565217,26.0869565217,0.0
3346,259.15375,-28.63972,Kn 125,26.0869565217,26.0869565217,0.0
3347,262.025,-27.65472,Kn 126,26.0869565217,26.0869565217,0.0
3348,263.07708,-28.26194,Kn 127,26.0869565217,26.0869565217,0.0
3351,141.78246,-67.85694,Kn 70,26.0869565217,26.0869565217,0.0
3353,243.30333,-67.08306,Kn 72,26.0869565217,26.0869565217,0.0
3354,249.88167,-64.80278,Kn 73,26.0869565217,26.0869565217,0.0
3355,273.54542,-39.92306,Kn 74,26.0869565217,26.0869565217,0.0
3356,289.31,-30.47,Kn 76,26.0869565217,26.0869565217,0.0
3357,279.975,-22.0525,Kn 78,26.0869565217,26.0869565217,0.0
3358,284.9675,-20.58,Kn 80,26.0869565217,26.0869565217,0.0
3359,245.0675,-48.25611,Kn 82,26.0869565217,26.0869565217,0.0
3360,245.57333,-47.22917,Kn 83,26.0869565217,26.0869565217,0.0
3361,245.68421,-47.20278,Kn 84,26.0869565217,26.0869565217,0.0
3362,247.40708,-47.27139,Kn 85,26.0869565217,26.0869565217,0.0
3363,246.4825,-43.96528,Kn 86,26.0869565217,26.0869565217,0.0
3364,252.79333,-47.77833,Kn 87,26.0869565217,26.0869565217,0.0
3365,250.08833,-45.02,Kn 88,26.0869565217,26.0869565217,0.0
3366,255.66458,-46.13361,Kn 89,26.0869565217,26.0869565217,0.0
3367,254.21292,-45.11806,Kn 90,26.0869565217,26.0869565217,0.0
3368,257.54042,-46.2825,Kn 91,26.0869565217,26.0869565217,0.0
3369,254.76333,-44.71333,Kn 92,26.0869565217,26.0869565217,0.0
3370,259.85792,-47.26333,Kn 93,26.0869565217,26.0869565217,0.0
3371,255.98708,-44.83667,Kn 94,26.0869565217,26.0869565217,0.0
3372,248.62625,-39.31694,Kn 96,26.0869565217,26.0869565217,0.0
3373,256.48167,-43.89167,Kn 97,26.0869565217,26.0869565217,0.0
3374,256.58167,-43.25917,Kn 98,26.0869565217,26.0869565217,0.0
3375,270.75792,-48.49444,Kn 99,26.0869565217,26.0869565217,0.0
3377,275.66242,-9.67236,Pa 101,26.0869565217,26.0869565217,0.0
3378,275.75917,-4.97361,Pa 102,26.0869565217,26.0869565217,0.0
3379,276.52583,-23.77778,Pa 103,26.0869565217,26.0869565217,0.0
3380,277.17333,-23.94306,Pa 104,26.0869565217,26.0869565217,0.0
3381,277.63542,-5.92,Pa 105,26.0869565217,26.0869565217,0.0
3382,277.93625,-5.20917,Pa 106,26.0869565217,26.0869565217,0.0
3383,280.20583,-2.9975,Pa 112,26.0869565217,26.0869565217,0.0
3384,280.50958,2.68528,Pa 113,26.0869565217,26.0869565217,0.0
3385,281.16375,-0.60611,Pa 115,26.0869565217,26.0869565217,0.0
3386,281.80042,0.89694,Pa 117,26.0869565217,26.0869565217,0.0
3387,282.665,4.27833,Pa 118,26.0869565217,26.0869565217,0.0
3388,286.10258,1.70683,Pa 122,26.0869565217,26.0869565217,0.0
3389,286.95833,16.53917,Pa 123,26.0869565217,26.0869565217,0.0
3390,287.09871,2.55067,Pa 124,26.0869565217,26.0869565217,0.0
3391,287.21817,12.04481,Pa 125,26.0869565217,26.0869565217,0.0
3392,287.59458,4.58694,Pa 126,26.0869565217,26.0869565217,0.0
3393,287.7125,11.49722,Pa 127,26.0869565217,26.0869565217,0.0
3394,287.8,11.79056,Pa 128,26.0869565217,26.0869565217,0.0
3395,288.17875,5.76278,Pa 129,26.0869565217,26.0869565217,0.0
3396,289.90875,6.21833,Pa 130,26.0869565217,26.0869565217,0.0
3397,290.525,11.54472,Pa 131,26.0869565217,26.0869565217,0.0
3398,290.79804,12.47736,Pa 132,26.0869565217,26.0869565217,0.0
3399,294.06375,26.95944,Pa 134,26.0869565217,26.0869565217,0.0
3400,295.80208,30.30889,Pa 135,26.0869565217,26.0869565217,0.0
3401,297.47529,31.89961,Pa 137,26.0869565217,26.0869565217,0.0
3402,297.63708,27.35278,Pa 138,26.0869565217,26.0869565217,0.0
3403,299.14625,27.69778,Pa 139,26.0869565217,26.0869565217,0.0
3404,299.16042,30.07056,Pa 140,26.0869565217,26.0869565217,0.0
3405,299.43917,30.76556,Pa 141,26.0869565217,26.0869565217,0.0
3406,300.71792,31.18972,Pa 142,26.0869565217,26.0869565217,0.0
3407,301.06208,35.86444,Pa 143,26.0869565217,26.0869565217,0.0
3408,301.63254,9.43911,Pa 144,26.0869565217,26.0869565217,0.0
3409,303.06571,25.3705,Pa 145,26.0869565217,26.0869565217,0.0
3410,307.28921,15.61683,Pa 146,26.0869565217,26.0869565217,0.0
3411,310.36792,47.10917,Pa 148,26.0869565217,26.0869565217,0.0
3412,312.94542,50.77778,Pa 149,26.0869565217,26.0869565217,0.0
3413,314.29208,48.57472,Pa 150,26.0869565217,26.0869565217,0.0
3414,319.91708,46.77611,Pa 151,26.0869565217,26.0869565217,0.0
3415,333.74167,66.54972,Pa 152,26.0869565217,26.0869565217,0.0
3416,77.28175,53.1745,Pa 153,26.0869565217,26.0869565217,0.0
3417,15.35392,72.76458,Pa 154,26.0869565217,26.0869565217,0.0
3420,266.78546,11.00581,Pa 157,26.0869565217,26.0869565217,0.0
3421,288.77775,-6.17819,Pa 159,26.0869565217,26.0869565217,0.0
3422,290.94458,26.22667,Pa 160,26.0869565217,26.0869565217,0.0
3425,20.42796,68.78697,Pa 31,26.0869565217,26.0869565217,0.0
3426,47.77208,63.8375,Pa 32,26.0869565217,26.0869565217,0.0
3427,284.23046,-1.06411,Pa 35,26.0869565217,26.0869565217,0.0
3428,287.53792,-1.87472,Pa 36,26.0869565217,26.0869565217,0.0
3429,289.8725,-2.50028,Pa 37,26.0869565217,26.0869565217,0.0
3430,294.23167,8.90194,Pa 38,26.0869565217,26.0869565217,0.0
3431,306.39375,53.21222,Pa 39,26.0869565217,26.0869565217,0.0
3432,308.40458,30.27253,Pa 40,26.0869565217,26.0869565217,0.0
3433,208.70667,-52.08,Pa 42,26.0869565217,26.0869565217,0.0
3435,269.56679,-12.79908,Pa 44,26.0869565217,26.0869565217,0.0
3436,270.26542,-18.70528,Pa 45,26.0869565217,26.0869565217,0.0
3437,274.79708,-34.33833,Pa 46,26.0869565217,26.0869565217,0.0
3438,275.09292,-7.20444,Pa 47,26.0869565217,26.0869565217,0.0
3439,275.37429,-39.13825,Pa 48,26.0869565217,26.0869565217,0.0
3440,276.08208,-5.99722,Pa 49,26.0869565217,26.0869565217,0.0
3441,286.88083,1.30611,Pa 50,26.0869565217,26.0869565217,0.0
3442,287.21792,3.21889,Pa 51,26.0869565217,26.0869565217,0.0
3443,287.39542,3.16778,Pa 52,26.0869565217,26.0869565217,0.0
3444,295.45292,27.86722,Pa 53,26.0869565217,26.0869565217,0.0
3445,297.60167,11.04417,Pa 54,26.0869565217,26.0869565217,0.0
3446,309.84167,48.2325,Pa 55,26.0869565217,26.0869565217,0.0
3447,317.83708,49.62833,Pa 56,26.0869565217,26.0869565217,0.0
3448,327.75667,59.59056,Pa 57,26.0869565217,26.0869565217,0.0
3449,18.6625,61.32889,Pa 59,26.0869565217,26.0869565217,0.0
3450,218.64208,-56.30917,Pa 61,26.0869565217,26.0869565217,0.0
3451,223.53888,-56.80469,PHR1454-5648,26.0869565217,26.0869565217,0.0
3452,226.63654,-56.43472,Pa 65,26.0869565217,26.0869565217,0.0
3453,228.04875,-55.74917,Pa 66,26.0869565217,26.0869565217,0.0
3454,228.53,-56.085,Pa 67,26.0869565217,26.0869565217,0.0
3455,231.6475,-55.32028,Pa 68,26.0869565217,26.0869565217,0.0
3456,261.73625,-37.64972,Pa 74,26.0869565217,26.0869565217,0.0
3457,261.84208,-37.45417,Pa 75,26.0869565217,26.0869565217,0.0
3458,262.09167,-37.71417,Pa 76,26.0869565217,26.0869565217,0.0
3459,264.29583,-38.05528,Pa 77,26.0869565217,26.0869565217,0.0
3460,266.795,-16.66428,Pa 79,26.0869565217,26.0869565217,0.0
3461,267.97667,-12.97111,Pa 81,26.0869565217,26.0869565217,0.0
3462,269.46708,-18.24833,Pa 83,26.0869565217,26.0869565217,0.0
3463,269.58396,-16.20606,Pa 84,26.0869565217,26.0869565217,0.0
3464,270.2175,-19.22944,Pa 85,26.0869565217,26.0869565217,0.0
3465,270.355,-16.875,Pa 86,26.0869565217,26.0869565217,0.0
3466,270.87333,-12.41806,Pa 87,26.0869565217,26.0869565217,0.0
3467,271.14708,-15.70278,Pa 88,26.0869565217,26.0869565217,0.0
3468,271.22129,-13.82461,Pa 89,26.0869565217,26.0869565217,0.0
3469,271.4575,-19.31111,Pa 90,26.0869565217,26.0869565217,0.0
3470,273.16417,-13.58056,Pa 94,26.0869565217,26.0869565217,0.0
3471,273.20875,-14.82111,Pa 95,26.0869565217,26.0869565217,0.0
3472,273.59375,-14.62694,Pa 96,26.0869565217,26.0869565217,0.0
3473,273.64083,-5.17111,Pa 97,26.0869565217,26.0869565217,0.0
3474,273.77875,-19.99181,Pa 98,26.0869565217,26.0869565217,0.0
3475,273.84542,-14.94528,Pa 99,26.0869565217,26.0869565217,0.0
3476,266.605,-37.21361,qparker-3,26.0869565217,26.0869565217,0.0
3477,273.33262,-16.54607,GPSR 013.917+0.650 ,26.0869565217,26.0869565217,0.0
3478,273.613,-19.5241,,26.0869565217,26.0869565217,0.0
3479,274.346,-17.7087,,26.0869565217,26.0869565217,0.0
3480,274.249,-14.1688,,26.0869565217,26.0869565217,0.0
3481,274.94643,-12.95034,FBP4,26.0869565217,26.0869565217,0.0
3482,279.84,-7.31531,,26.0869565217,26.0869565217,0.0
3483,279.232,-5.75024,,26.0869565217,26.0869565217,0.0
3484,283.586,1.02899,,26.0869565217,26.0869565217,0.0
3485,286.239,7.73755,FBP8,26.0869565217,26.0869565217,0.0
3486,289.121,12.5975,,26.0869565217,26.0869565217,0.0
3487,290.78,16.9897,FBP10,26.0869565217,26.0869565217,0.0
3488,276.014,-13.614,,26.0869565217,26.0869565217,0.0
3489,276.697,-10.80811,,26.0869565217,26.0869565217,0.0
3490,276.883,-13.09581,,26.0869565217,26.0869565217,0.0
3491,278.569,-5.76394,,26.0869565217,26.0869565217,0.0
3492,282.029,0.66739,,26.0869565217,26.0869565217,0.0
3493,284.327,3.30172,,26.0869565217,26.0869565217,0.0
3494,287.153,6.12119,,26.0869565217,26.0869565217,0.0
3495,289.668,13.46139,,26.0869565217,26.0869565217,0.0
3496,292.236,16.85511,,26.0869565217,26.0869565217,0.0
3497,273.062,-20.19019,,26.0869565217,26.0869565217,0.0
3498,272.968,-19.30839,,26.0869565217,26.0869565217,0.0
3499,273.349,-18.56389,,26.0869565217,26.0869565217,0.0
3500,273.30064,-18.33536,FBP2,26.0869565217,26.0869565217,0.0
3501,272.4234,-17.81852,,26.0869565217,26.0869565217,0.0
3502,272.75459,-17.74319,,26.0869565217,26.0869565217,0.0
3503,274.341,-17.39389,,26.0869565217,26.0869565217,0.0
3504,274.249,-16.24711,,26.0869565217,26.0869565217,0.0
3505,274.571,-16.2415,,26.0869565217,26.0869565217,0.0
3506,274.661,-16.25619,,26.0869565217,26.0869565217,0.0
3507,273.97168,-15.76488,FBP3,26.0869565217,26.0869565217,0.0
3508,274.643,-15.76819,,26.0869565217,26.0869565217,0.0
3509,274.425,-15.26769,,26.0869565217,26.0869565217,0.0
3510,274.388,-15.19881,,26.0869565217,26.0869565217,0.0
3511,275.095,-14.52731,,26.0869565217,26.0869565217,0.0
3512,275.624,-14.2165,,26.0869565217,26.0869565217,0.0
3513,275.556,-13.69039,,26.0869565217,26.0869565217,0.0
3514,275.669,-13.27761,,26.0869565217,26.0869565217,0.0
3515,276.54649,-13.30349,,26.0869565217,26.0869565217,0.0
3516,276.267,-12.62919,,26.0869565217,26.0869565217,0.0
3517,276.643,-11.96689,,26.0869565217,26.0869565217,0.0
3518,277.44938,-11.85918,,26.0869565217,26.0869565217,0.0
3519,278.343,-10.33731,,26.0869565217,26.0869565217,0.0
3520,278.621,-10.12731,,26.0869565217,26.0869565217,0.0
3521,278.178,-9.28019,,26.0869565217,26.0869565217,0.0
3522,277.869,-8.99664,,26.0869565217,26.0869565217,0.0
3523,279.0005,-8.62395,,26.0869565217,26.0869565217,0.0
3524,280.028,-7.69994,FBP6,26.0869565217,26.0869565217,0.0
3525,279.898,-5.47072,,26.0869565217,26.0869565217,0.0
3526,280.566,-5.0125,FBP7,26.0869565217,26.0869565217,0.0
3527,281.77,-2.72533,,26.0869565217,26.0869565217,0.0
3528,282.236,-1.61192,,26.0869565217,26.0869565217,0.0
3529,282.817,-1.73056,GPSR 031.374-0.752,26.0869565217,26.0869565217,0.0
3530,282.69144,0.55878,,26.0869565217,26.0869565217,0.0
3531,284.493,2.62367,,26.0869565217,26.0869565217,0.0
3532,285.376,4.29719,,26.0869565217,26.0869565217,0.0
3533,286.462,6.39225,,26.0869565217,26.0869565217,0.0
3534,291.216,15.95789,,26.0869565217,26.0869565217,0.0
3535,297.097,26.82411,FBP11,26.0869565217,26.0869565217,0.0
3536,270.51974,-22.27284,GPSR 007.623+0.183,26.0869565217,26.0869565217,0.0
3537,271.18993,-23.20666,GPSR 007.115-0.815,26.0869565217,26.0869565217,0.0
3538,271.63052,-23.63206,GPSR 006.941-1.376,26.0869565217,26.0869565217,0.0
3539,272.07375,-22.83494,GPSR 007.836-1.344,26.0869565217,26.0869565217,0.0
3540,272.07307,-17.70137,GPSR 012.324+1.148,26.0869565217,26.0869565217,0.0
3541,274.32653,-18.57584,GPSR 012.585-1.151,26.0869565217,26.0869565217,0.0
3542,284.52604,6.62713,GPSR 039.590+1.542,26.0869565217,26.0869565217,0.0
3543,247.01448,-50.16678,,26.0869565217,26.0869565217,0.0
3544,246.41505,-50.58263,,26.0869565217,26.0869565217,0.0
3545,245.89417,-50.94908,Kan 5,26.0869565217,26.0869565217,0.0
3546,270.00375,-27.00333,,26.0869565217,26.0869565217,0.0
3547,290.36566,15.38172,FBP9,26.0869565217,26.0869565217,0.0
3548,272.60464,-19.29652,FBP1,26.0869565217,26.0869565217,0.0
3549,282.46893,-0.31585,FBP 71,26.0869565217,26.0869565217,0.0
3550,290.00031,11.14191,,26.0869565217,26.0869565217,0.0
3551,119.73215,-35.2478,,26.0869565217,26.0869565217,0.0
3552,88.10913,32.62356,IPHASX J055226.2+323724,26.0869565217,26.0869565217,0.0
3553,266.51246,-28.87917,SSTGC 588220,26.0869565217,26.0869565217,0.0
3554,299.31142,34.78639,Ch 1,26.0869565217,26.0869565217,0.0
3555,250.09196,-49.54869,DeGaPe 14,26.0869565217,26.0869565217,0.0
3556,247.28404,-50.22086,DeGaPe 22,26.0869565217,26.0869565217,0.0
3557,167.3575,-61.06925,DeGaPe 27,26.0869565217,26.0869565217,0.0
3558,274.58333,-12.24672,DeGaPe 28,26.0869565217,26.0869565217,0.0
3559,8.48917,74.31111,Hu 2,26.0869565217,26.0869565217,0.0
3560,278.725,-12.18997,Kan 4,26.0869565217,26.0869565217,0.0
3561,298.18925,32.42667,Ou 7,26.0869565217,26.0869565217,0.0
3562,297.63983,30.25603,Pre 7,26.0869565217,26.0869565217,0.0
3564,259.5875,-34.27633,Pre 12,26.0869565217,26.0869565217,0.0
3566,265.72467,-34.1505,Pre 17,26.0869565217,26.0869565217,0.0
3567,161.96667,-58.93906,Pre 20,26.0869565217,26.0869565217,0.0
3568,271.08167,0.1345,Pre 21,26.0869565217,26.0869565217,0.0
3569,194.71083,-64.80956,Pre 22,26.0869565217,26.0869565217,0.0
3570,266.70025,-34.22842,SP J1746-3413,26.0869565217,26.0869565217,0.0
3571,269.55083,-28.57692,CTIOJ175812.20-283436.9,26.0869565217,26.0869565217,0.0
3572,271.98196,-26.68725,CTIOJ180755.67-264114.1,26.0869565217,26.0869565217,0.0
3573,262.34613,-29.08358,CTIOJ172923.07-290500.9,26.0869565217,26.0869565217,0.0
3574,263.45167,-26.77317,CTIO J173348.40-264623.4,26.0869565217,26.0869565217,0.0
3575,263.99154,-27.20394,CTIOJ173557.97-271214.2,26.0869565217,26.0869565217,0.0
3576,266.45075,-33.66403,CTIOJ174547.44-333932.4,26.0869565217,26.0869565217,0.0
3577,266.98613,-33.24567,CTIOJ174756.67-331444.4,26.0869565217,26.0869565217,0.0
3578,268.14212,-30.43878,CTIOJ175234.11-302619.6 ,26.0869565217,26.0869565217,0.0
3579,268.16246,-33.51311,CTIOJ175238.99-333047.,26.0869565217,26.0869565217,0.0
3580,268.29204,-29.51906,CTIOJ175310.09-293108.6,26.0869565217,26.0869565217,0.0
3581,268.34642,-34.11492,CTIOJ175323.14-340653.7,26.0869565217,26.0869565217,0.0
3582,268.50512,-34.66631,CTIOJ175401.23-343958.7,26.0869565217,26.0869565217,0.0
3583,264.95812,-33.42344,SP 1739-3325,26.0869565217,26.0869565217,0.0
3584,266.70096,-34.60083,SP J1746-3436,26.0869565217,26.0869565217,0.0
3585,267.41063,-32.13375,SP 1749-3208,26.0869565217,26.0869565217,0.0
3586,267.52796,-34.04961,CTIOJ175006.71-340258.6,26.0869565217,26.0869565217,0.0
3587,268.57492,-28.45675,SP 1754-2827,26.0869565217,26.0869565217,0.0
3588,268.71742,-34.48114,CTIOJ175452.18-342852.1,26.0869565217,26.0869565217,0.0
3589,269.27717,-31.05681,SP 1757-3103,26.0869565217,26.0869565217,0.0
3590,269.2885,-31.08439,CTIOJ175709.24-310503.8,26.0869565217,26.0869565217,0.0
3591,269.54821,-33.11694,CTIOJ175811.57-330701.0,26.0869565217,26.0869565217,0.0
3592,270.78425,-29.34389,CTIOJ180308.22-292038.0 ,26.0869565217,26.0869565217,0.0
3593,270.79929,-26.49083,SP 1803-2629,26.0869565217,26.0869565217,0.0
3594,270.85708,-31.81094,CTIOJ180325.70-314839.4,26.0869565217,26.0869565217,0.0
3595,271.282,-26.81056,SP J1805-2648,26.0869565217,26.0869565217,0.0
3596,272.74079,-27.30625,CTIOJ181057.79-271822.5,26.0869565217,26.0869565217,0.0
